"x"
"1";-55.5714711987133
"2";-55.6530501882141
"3";-55.5596379310521
"4";-56.0101354534087
"5";-55.3600831728339
"6";-55.9438699993418
"7";-55.9097388317705
"8";-55.7328488737843
"9";-55.6000792473207
"10";-56.107627860351
"11";-56.0459570545828
"12";-56.469781854693
"13";-55.6247892946075
"14";-56.6761899436024
"15";-55.1994969889167
"16";-54.8173589182979
"17";-54.9238618058188
"18";-54.6334975678714
"19";-55.2291895933026
"20";-55.0913682266416
"21";-54.8254021564632
"22";-54.2405769688214
"23";-55.5302196048865
"24";-55.6096028544584
"25";-55.9881842349231
"26";-55.8964424457498
"27";-56.2589757119598
"28";-55.046444821186
"29";-55.0492949731443
"30";-55.7861291011245
"31";-55.8881583734413
"32";-55.9764244045384
"33";-55.9012064188214
"34";-55.5530171343869
"35";-55.5276739659784
"36";-56.53024222815
"37";-55.4143746397666
"38";-54.8203921495753
"39";-56.7304892578016
"40";-56.3356120812963
"41";-56.2336704669126
"42";-56.1263348064453
"43";-55.4738733734454
"44";-54.9442730541511
"45";-55.7661630983246
"46";-55.7469255391715
"47";-55.8434607785843
"48";-56.3922081605432
"49";-55.8701882144079
"50";-54.8875252638252
"51";-55.3217628256849
"52";-55.4455616520541
"53";-54.3058502782757
"54";-55.7942739187459
"55";-56.710048523507
"56";-55.2733486769225
"57";-54.7542910082795
"58";-55.7608204044557
"59";-55.5046010572834
"60";-55.7028357803902
"61";-55.7152132193497
"62";-55.3420622084658
"63";-55.8097617027053
"64";-56.3509781473532
"65";-56.1533036999125
"66";-55.8877838438288
"67";-55.3550072685792
"68";-56.6007754700739
"69";-54.9778737498777
"70";-55.2741608809951
"71";-56.630506684726
"72";-55.7254053875725
"73";-55.2879418560652
"74";-55.7230706327101
"75";-55.5771368458494
"76";-55.5372281131392
"77";-55.2051252492536
"78";-55.4396468006625
"79";-55.9989162501284
"80";-56.3106525216844
"81";-56.3080263629335
"82";-55.6036846446527
"83";-56.1431929880744
"84";-55.5077818293036
"85";-55.8780117229574
"86";-55.9091995907776
"87";-55.3524179020098
"88";-56.0658781931142
"89";-55.3652500118896
"90";-55.3579198380369
"91";-55.9132195278363
"92";-55.4349518687034
"93";-55.5197644212026
"94";-55.7820508656524
"95";-56.1652570695755
"96";-55.5612469053838
"97";-56.430198768033
"98";-55.3266240170813
"99";-56.0923862441661
"100";-55.3492285185166
"101";-56.3015496109468
"102";-55.7405732676378
"103";-55.3734012600486
"104";-56.3161728799375
"105";-55.6017687609201
"106";-56.0354919880425
"107";-55.3947121399798
"108";-56.9048582744429
"109";-55.1940641844349
"110";-55.4909959676742
"111";-55.4545245172022
"112";-54.6164807383536
"113";-56.1835499549912
"114";-54.6957408924788
"115";-55.2439385572872
"116";-56.2733599990825
"117";-55.6589693029295
"118";-54.9565125610193
"119";-55.1035966424438
"120";-55.5047732140188
"121";-55.0335870981939
"122";-55.7306466087837
"123";-55.3365840779079
"124";-55.4510033947249
"125";-55.1073138656657
"126";-56.2484469702838
"127";-54.7611903718937
"128";-55.3323341309521
"129";-55.2392070145241
"130";-55.7140826103652
"131";-55.0783795552193
"132";-55.3418224853812
"133";-55.6746386450739
"134";-54.9244043838708
"135";-54.8482054874041
"136";-55.6486266546316
"137";-55.5270805465654
"138";-55.0855706400201
"139";-55.4872752627007
"140";-55.4126817393948
"141";-55.0181124083932
"142";-56.0096692159549
"143";-56.1797644820613
"144";-56.1069871867354
"145";-55.3346448305652
"146";-56.470919256535
"147";-55.591028582976
"148";-55.4868955941907
"149";-56.0866784718567
"150";-56.2991386522452
"151";-55.1022615025353
"152";-55.8585708214383
"153";-55.4721054863098
"154";-55.5239350625477
"155";-55.3789079516559
"156";-56.459218281789
"157";-55.2955094691723
"158";-55.1146797934621
"159";-54.8859810696638
"160";-56.219750606903
"161";-55.0866821384304
"162";-54.7710427682152
"163";-54.9295430868331
"164";-54.6070121203984
"165";-55.3169234375773
"166";-54.9095743810755
"167";-55.7861424307944
"168";-55.983055536493
"169";-56.3523782736212
"170";-55.7836850974195
"171";-55.7864058118754
"172";-56.1768910458226
"173";-55.6145216522285
"174";-54.8057181251651
"175";-55.0607381486972
"176";-55.2104974179354
"177";-55.594005727358
"178";-55.6122783064064
"179";-56.3142779483301
"180";-54.4552362717452
"181";-56.1166320221767
"182";-55.7559339908848
"183";-55.633507422316
"184";-56.0228620871902
"185";-55.6145779287637
"186";-54.178898478335
"187";-54.507015054705
"188";-56.3973181682147
"189";-56.205269503901
"190";-54.6507275734379
"191";-55.5027571217972
"192";-55.4261800632459
"193";-55.5639283244289
"194";-55.7656907507252
"195";-55.8945064745834
"196";-55.9252689980283
"197";-54.5735372458876
"198";-54.9383286275347
"199";-56.2275826411141
"200";-55.7800780158878
"201";-55.7370692705722
"202";-55.5113637497187
"203";-55.437803226221
"204";-55.2461909381361
"205";-55.5505076737589
"206";-55.9123144093071
"207";-55.2370819594286
"208";-55.2736501431704
"209";-55.567057318578
"210";-55.5714574079793
"211";-55.698408895374
"212";-54.9153805910845
"213";-55.2827657012284
