DOW30;SP500;BOVESPA67;FTSE100;IBEX35;ATX20;NIKKEI225;SH1476;CH50;TAIWAN896;SET582;KARACHI100;COLCAP25
;0.051993;;;;;;0.042342;;0.024957;0.013557;;
;0.051931;;;;;;0.042262;;0.024819;0.013483;;
;0.051724;;;;;;0.042121;;0.024756;0.013146;;
;0.051311;;;;;;0.042119;;0.02474;0.013137;;
;0.051195;;;;;;0.042105;;0.02459;0.013051;;
;0.050845;;;;;;0.042049;;0.024479;0.012906;;
;0.050831;;;;;;0.041407;;0.024477;0.012869;;
;0.050748;;;;;;0.041358;;0.024361;0.012858;;
;0.050548;;;;;;0.041232;;0.024259;0.012792;;
;0.05036;;;;;;0.041044;;0.024247;0.012725;;
;0.050242;;;;;;0.040843;;0.024153;0.012476;;
;0.049944;;;;;;0.040749;;0.024084;0.012446;;
;0.049876;;;;;;0.040726;;0.02397;0.012444;;
;0.049695;;;;;;0.040713;;0.023924;0.012342;;
;0.049477;;;;;;0.040701;;0.023899;0.012275;;
;0.049355;;;;;;0.040557;;0.023599;0.012236;;
;0.048383;;;;;;0.040301;;0.023403;0.012223;;
;0.048251;;;;;;0.04018;;0.023368;0.012201;;
;0.048167;;;;;;0.040151;;0.023284;0.0121;;
;0.047939;;;;;;0.039874;;0.022898;0.012014;;
;0.047559;;;;;;0.03977;;0.022889;0.01188;;
;0.046984;;;;;;0.039619;;0.022884;0.011806;;
;0.046778;;;;;;0.039462;;0.022881;0.01176;;
;0.046431;;;;;;0.039427;;0.022828;0.011694;;
;0.046083;;;;;;0.039372;;0.022501;0.011674;;
;0.045796;;;;;;0.03927;;0.022493;0.011663;;
;0.045721;;;;;;0.039057;;0.022417;0.01164;;
;0.045407;;;;;;0.038978;;0.022398;0.011639;;
;0.04537;;;;;;0.038945;;0.022121;0.011258;;
;0.045175;;;;;;0.038944;;0.022;0.011237;;
;0.044791;;;;;;0.038688;;0.021973;0.011205;;
;0.044773;;;;;;0.038626;;0.021881;0.0112;;
;0.044303;;;;;;0.038568;;0.021817;0.011199;;
;0.044237;;;;;;0.038408;;0.021656;0.011197;;
;0.044222;;;;;;0.038319;;0.021563;0.011147;;
;0.044212;;;;;;0.038191;;0.021535;0.011128;;
;0.044032;;;;;;0.038178;;0.021424;0.011069;;
;0.043891;;;;;;0.038075;;0.021342;0.01099;;
;0.043834;;;;;;0.038032;;0.021314;0.010946;;
;0.043819;;;;;;0.03801;;0.021299;0.010897;;
;0.043591;;;;;;0.037988;;0.021171;0.010873;;
;0.043466;;;;;;0.037873;;0.021138;0.010842;;
;0.043443;;;;;;0.037563;;0.021007;0.010804;;
;0.043236;;;;;;0.037467;;0.020912;0.010663;;
;0.043228;;;;;;0.037416;;0.020694;0.010481;;
;0.043187;;;;;;0.037396;;0.020686;0.010233;;
;0.042954;;;;;;0.037305;;0.020648;0.010099;;
;0.042754;;;;;;0.036788;;0.020592;0.010073;;
;0.042677;;;;;;0.036706;;0.02035;0.010014;;
;0.042623;;;;;;0.036669;;0.020167;0.009888;;
;0.041889;;;;;;0.036656;;0.020091;0.00986;;
;0.041878;;;;;;0.036653;;0.020089;0.009801;;
;0.041874;;;;;;0.036582;;0.020064;0.0098;;
;0.041395;;;;;;0.036549;;0.020054;0.009751;;
;0.041027;;;;;;0.036515;;0.020037;0.009738;;
;0.040889;;;;;;0.036494;;0.019974;0.00973;;
;0.040858;;;;;;0.036395;;0.019849;0.009623;;
;0.040201;;;;;;0.036336;;0.019653;0.009529;;
;0.040098;;;;;;0.036279;;0.019572;0.009521;;
;0.039651;;;;;;0.036207;;0.019568;0.009404;;
;0.039021;;;;;;0.036036;;0.019496;0.009317;;
;0.038938;;;;;;0.035972;;0.019446;0.009284;;
;0.038914;;;;;;0.035929;;0.019304;0.009178;;
;0.03884;;;;;;0.035706;;0.019267;0.00902;;
;0.038538;;;;;;0.035659;;0.01924;0.00892;;
;0.038086;;;;;;0.03561;;0.01921;0.008907;;
;0.03799;;;;;;0.035559;;0.019146;0.008802;;
;0.037922;;;;;;0.035434;;0.019141;0.008784;;
;0.037581;;;;;;0.035354;;0.019055;0.008777;;
;0.037525;;;;;;0.035297;;0.018981;0.008701;;
;0.03668;;;;;;0.035204;;0.018935;0.008622;;
;0.036594;;;;;;0.035166;;0.018925;0.00862;;
;0.036064;;;;;;0.035108;;0.018915;0.008554;;
;0.035931;;;;;;0.035059;;0.018913;0.008512;;
;0.035879;;;;;;0.034995;;0.018852;0.008355;;
;0.035862;;;;;;0.034977;;0.018838;0.008313;;
;0.035778;;;;;;0.034829;;0.01875;0.008241;;
;0.035081;;;;;;0.034799;;0.01851;0.008203;;
;0.035019;;;;;;0.034781;;0.018497;0.008062;;
;0.034759;;;;;;0.034753;;0.018436;0.00805;;
;0.034621;;;;;;0.034579;;0.018272;0.008009;;
;0.034593;;;;;;0.034458;;0.018267;0.007938;;
;0.034486;;;;;;0.034283;;0.018239;0.007842;;
;0.034021;;;;;;0.034167;;0.018209;0.007837;;
;0.033771;;;;;;0.034163;;0.018121;0.007744;;
;0.033733;;;;;;0.034158;;0.018099;0.007638;;
;0.033379;;;;;;0.034006;;0.018054;0.007606;;
;0.032589;;;;;;0.033904;;0.018015;0.007524;;
;0.032577;;;;;;0.033872;;0.017988;0.007439;;
;0.032449;;;;;;0.033848;;0.017852;0.007399;;
;0.031928;;;;;;0.033819;;0.017842;0.007347;;
;0.031923;;;;;;0.033736;;0.017825;0.007295;;
;0.031879;;;;;;0.033634;;0.017754;0.00728;;
;0.031514;;;;;;0.03351;;0.017726;0.007274;;
;0.030627;;;;;;0.033274;;0.017702;0.007203;;
;0.030531;;;;;;0.032964;;0.017633;0.007069;;
;0.030418;;;;;;0.032896;;0.01762;0.007037;;
;0.029728;;;;;;0.032778;;0.017606;0.007001;;
;0.028844;;;;;;0.032773;;0.017554;0.006984;;
;0.028689;;;;;;0.032696;;0.017524;0.006942;;
;0.028528;;;;;;0.032608;;0.017477;0.00693;;
;0.028307;;;;;;0.032599;;0.017461;0.006914;;
;0.028083;;;;;;0.032585;;0.017328;0.006752;;
;0.027202;;;;;;0.032559;;0.017327;0.006728;;
;0.026575;;;;;;0.032485;;0.017135;0.006707;;
;0.026402;;;;;;0.032418;;0.017118;0.006688;;
;0.026148;;;;;;0.032399;;0.017005;0.0066;;
;0.025784;;;;;;0.03238;;0.016962;0.006562;;
;0.025499;;;;;;0.032359;;0.016917;0.00653;;
;0.025488;;;;;;0.0323;;0.0169;0.006503;;
;0.025238;;;;;;0.032142;;0.016865;0.00642;;
;0.024231;;;;;;0.032127;;0.016834;0.00638;;
;0.024152;;;;;;0.032111;;0.01675;0.006309;;
;0.024073;;;;;;0.031746;;0.016707;0.006307;;
;0.02397;;;;;;0.031709;;0.016704;0.006223;;
;0.023844;;;;;;0.031709;;0.016697;0.006206;;
;0.022838;;;;;;0.031622;;0.016683;0.006179;;
;0.022691;;;;;;0.031597;;0.016414;0.006171;;
;0.022347;;;;;;0.031568;;0.016313;0.006108;;
;0.022174;;;;;;0.031466;;0.016084;0.006098;;
;0.02202;;;;;;0.031361;;0.016059;0.00605;;
;0.02176;;;;;;0.031358;;0.016057;0.005971;;
;0.021682;;;;;;0.03132;;0.016053;0.005946;;
;0.021181;;;;;;0.031007;;0.016045;0.005896;;
;0.021087;;;;;;0.03079;;0.015962;0.005866;;
;0.016818;;;;;;0.030774;;0.015962;0.005845;;
;0.015911;;;;;;0.030421;;0.015864;0.005733;;
;0.014894;;;;;;0.030335;;0.015781;0.005539;;
;0.007314;;;;;;0.030322;;0.015611;0.005487;;
;;;;;;;0.030305;;0.015549;0.005428;;
;;;;;;;0.030291;;0.015503;0.005427;;
;;;;;;;0.030112;;0.015475;0.005238;;
;;;;;;;0.030032;;0.015439;0.005133;;
;;;;;;;0.029921;;0.015338;0.005131;;
;;;;;;;0.029872;;0.015215;0.004978;;
;;;;;;;0.029769;;0.015205;0.004961;;
;;;;;;;0.029692;;0.015148;0.004855;;
;;;;;;;0.029552;;0.015148;0.004688;;
;;;;;;;0.029396;;0.015126;0.004627;;
;;;;;;;0.029295;;0.015057;0.004609;;
;;;;;;;0.029252;;0.015052;0.004604;;
;;;;;;;0.029224;;0.014984;0.004598;;
;;;;;;;0.029117;;0.014903;0.004486;;
;;;;;;;0.029052;;0.014874;0.004481;;
;;;;;;;0.02905;;0.014729;0.004456;;
;;;;;;;0.028838;;0.014668;0.004435;;
;;;;;;;0.028666;;0.014606;0.004376;;
;;;;;;;0.028616;;0.014408;0.00433;;
;;;;;;;0.028555;;0.014262;0.004221;;
;;;;;;;0.028498;;0.014236;0.004147;;
;;;;;;;0.02838;;0.014192;0.004145;;
;;;;;;;0.028265;;0.014155;0.004105;;
;;;;;;;0.028028;;0.014118;0.004056;;
;;;;;;;0.028004;;0.01411;0.004033;;
;;;;;;;0.027997;;0.014083;0.004031;;
;;;;;;;0.027726;;0.014055;0.003916;;
;;;;;;;0.027703;;0.01389;0.0039;;
;;;;;;;0.027643;;0.013832;0.003745;;
;;;;;;;0.027485;;0.01381;0.003657;;
;;;;;;;0.02746;;0.013808;0.003651;;
;;;;;;;0.027344;;0.013805;0.003637;;
;;;;;;;0.027296;;0.013778;0.003608;;
;;;;;;;0.027295;;0.013762;0.003579;;
;;;;;;;0.027129;;0.013648;0.003527;;
;;;;;;;0.027112;;0.013621;0.003521;;
;;;;;;;0.027033;;0.013599;0.0035;;
;;;;;;;0.027031;;0.013571;0.003448;;
;;;;;;;0.027021;;0.013557;0.00344;;
;;;;;;;0.026974;;0.013501;0.003425;;
;;;;;;;0.02695;;0.013469;0.003423;;
;;;;;;;0.026943;;0.013261;0.003416;;
;;;;;;;0.026898;;0.013042;0.003241;;
;;;;;;;0.0268;;0.01303;0.003167;;
;;;;;;;0.026737;;0.012993;0.003122;;
;;;;;;;0.026645;;0.012925;0.003112;;
;;;;;;;0.026604;;0.012897;0.003079;;
;;;;;;;0.02659;;0.012895;0.003039;;
;;;;;;;0.026547;;0.01289;0.002977;;
;;;;;;;0.026365;;0.012856;0.002893;;
;;;;;;;0.026336;;0.012829;0.002875;;
;;;;;;;0.026334;;0.012805;0.002788;;
;;;;;;;0.026325;;0.012802;0.002548;;
;;;;;;;0.026316;;0.012725;0.002334;;
;;;;;;;0.026195;;0.012717;0.002272;;
;;;;;;;0.026193;;0.01271;0.002085;;
;;;;;;;0.026138;;0.012699;0.002047;;
;;;;;;;0.026106;;0.012482;0.002032;;
;;;;;;;0.025968;;0.01248;0.001978;;
;;;;;;;0.025838;;0.012319;0.001948;;
;;;;;;;0.025828;;0.012315;0.00194;;
;;;;;;;0.025798;;0.012275;0.001844;;
;;;;;;;0.025769;;0.01224;0.001724;;
;;;;;;;0.025674;;0.012174;0.001676;;
;;;;;;;0.025563;;0.012122;0.001639;;
;;;;;;;0.025497;;0.012087;0.001613;;
;;;;;;;0.025452;;0.012082;0.001567;;
;;;;;;;0.025347;;0.012024;0.001556;;
;;;;;;;0.025336;;0.011776;0.001434;;
;;;;;;;0.025318;;0.011723;0.001431;;
;;;;;;;0.025279;;0.011708;0.00142;;
;;;;;;;0.025243;;0.011634;0.001394;;
;;;;;;;0.025066;;0.011623;0.001344;;
;;;;;;;0.025045;;0.01159;0.001312;;
;;;;;;;0.024992;;0.01157;0.001309;;
;;;;;;;0.024988;;0.011561;0.001183;;
;;;;;;;0.024925;;0.011482;0.000913;;
;;;;;;;0.024771;;0.011477;;;
;;;;;;;0.024758;;0.011471;;;
;;;;;;;0.024732;;0.011449;;;
;;;;;;;0.024693;;0.011403;;;
;;;;;;;0.024619;;0.011399;;;
;;;;;;;0.024599;;0.011395;;;
;;;;;;;0.024497;;0.011359;;;
;;;;;;;0.024493;;0.01131;;;
;;;;;;;0.024402;;0.011308;;;
;;;;;;;0.024336;;0.011259;;;
;;;;;;;0.024167;;0.011162;;;
;;;;;;;0.024147;;0.01114;;;
;;;;;;;0.024108;;0.011072;;;
;;;;;;;0.024104;;0.011025;;;
;;;;;;;0.024078;;0.011022;;;
;;;;;;;0.024045;;0.010995;;;
;;;;;;;0.023898;;0.010968;;;
;;;;;;;0.02379;;0.010844;;;
;;;;;;;0.02378;;0.010826;;;
;;;;;;;0.023761;;0.010742;;;
;;;;;;;0.023719;;0.01073;;;
;;;;;;;0.023715;;0.010715;;;
;;;;;;;0.023678;;0.010426;;;
;;;;;;;0.023675;;0.010421;;;
;;;;;;;0.023648;;0.010403;;;
;;;;;;;0.02364;;0.01038;;;
;;;;;;;0.023582;;0.010328;;;
;;;;;;;0.023538;;0.010326;;;
;;;;;;;0.023437;;0.010313;;;
;;;;;;;0.023344;;0.010312;;;
;;;;;;;0.023337;;0.010306;;;
;;;;;;;0.023337;;0.010282;;;
;;;;;;;0.02332;;0.010278;;;
;;;;;;;0.023184;;0.010253;;;
;;;;;;;0.023159;;0.010219;;;
;;;;;;;0.023142;;0.010215;;;
;;;;;;;0.023136;;0.010192;;;
;;;;;;;0.023056;;0.010104;;;
;;;;;;;0.023056;;0.010103;;;
;;;;;;;0.022984;;0.010099;;;
;;;;;;;0.02298;;0.010073;;;
;;;;;;;0.022903;;0.010059;;;
;;;;;;;0.022777;;0.010052;;;
;;;;;;;0.022681;;0.010018;;;
;;;;;;;0.02263;;0.00991;;;
;;;;;;;0.022598;;0.009881;;;
;;;;;;;0.022564;;0.009872;;;
;;;;;;;0.022527;;0.00986;;;
;;;;;;;0.022503;;0.009848;;;
;;;;;;;0.022416;;0.009836;;;
;;;;;;;0.022363;;0.009835;;;
;;;;;;;0.022268;;0.009822;;;
;;;;;;;0.022268;;0.009799;;;
;;;;;;;0.022121;;0.009769;;;
;;;;;;;0.022024;;0.009763;;;
;;;;;;;0.02183;;0.009688;;;
;;;;;;;0.021781;;0.009645;;;
;;;;;;;0.021742;;0.009556;;;
;;;;;;;0.021666;;0.009533;;;
;;;;;;;0.021628;;0.009528;;;
;;;;;;;0.021575;;0.009493;;;
;;;;;;;0.021553;;0.009482;;;
;;;;;;;0.021455;;0.009452;;;
;;;;;;;0.021435;;0.009428;;;
;;;;;;;0.02143;;0.009409;;;
;;;;;;;0.021427;;0.009324;;;
;;;;;;;0.021401;;0.009256;;;
;;;;;;;0.021317;;0.009242;;;
;;;;;;;0.021288;;0.00922;;;
;;;;;;;0.021263;;0.009081;;;
;;;;;;;0.021163;;0.008983;;;
;;;;;;;0.021129;;0.008981;;;
;;;;;;;0.021108;;0.008948;;;
;;;;;;;0.021094;;0.00889;;;
;;;;;;;0.021081;;0.008863;;;
;;;;;;;0.021044;;0.008863;;;
;;;;;;;0.021036;;0.008862;;;
;;;;;;;0.021035;;0.008845;;;
;;;;;;;0.020961;;0.008834;;;
;;;;;;;0.020939;;0.008833;;;
;;;;;;;0.020935;;0.008808;;;
;;;;;;;0.020882;;0.008776;;;
;;;;;;;0.020802;;0.008775;;;
;;;;;;;0.02075;;0.008756;;;
;;;;;;;0.020734;;0.008734;;;
;;;;;;;0.020718;;0.00863;;;
;;;;;;;0.020672;;0.008612;;;
;;;;;;;0.020603;;0.008498;;;
;;;;;;;0.02056;;0.00849;;;
;;;;;;;0.020523;;0.008489;;;
;;;;;;;0.020515;;0.008452;;;
;;;;;;;0.020465;;0.008395;;;
;;;;;;;0.020452;;0.008374;;;
;;;;;;;0.020433;;0.008353;;;
;;;;;;;0.020423;;0.008313;;;
;;;;;;;0.020366;;0.008293;;;
;;;;;;;0.020284;;0.008284;;;
;;;;;;;0.020279;;0.008261;;;
;;;;;;;0.020268;;0.008235;;;
;;;;;;;0.020267;;0.008206;;;
;;;;;;;0.020255;;0.008171;;;
;;;;;;;0.020199;;0.008159;;;
;;;;;;;0.020144;;0.008158;;;
;;;;;;;0.020103;;0.008146;;;
;;;;;;;0.020092;;0.008055;;;
;;;;;;;0.020068;;0.00805;;;
;;;;;;;0.020066;;0.007992;;;
;;;;;;;0.020034;;0.007959;;;
;;;;;;;0.020029;;0.007877;;;
;;;;;;;0.020016;;0.007862;;;
;;;;;;;0.019957;;0.007841;;;
;;;;;;;0.019936;;0.007837;;;
;;;;;;;0.019921;;0.007822;;;
;;;;;;;0.019907;;0.007744;;;
;;;;;;;0.019901;;0.007733;;;
;;;;;;;0.019898;;0.007716;;;
;;;;;;;0.019832;;0.007709;;;
;;;;;;;0.019812;;0.007685;;;
;;;;;;;0.01981;;0.007656;;;
;;;;;;;0.019808;;0.007641;;;
;;;;;;;0.019795;;0.007608;;;
;;;;;;;0.019772;;0.007576;;;
;;;;;;;0.019758;;0.007573;;;
;;;;;;;0.019757;;0.007541;;;
;;;;;;;0.019753;;0.007468;;;
;;;;;;;0.01975;;0.007445;;;
;;;;;;;0.019691;;0.007421;;;
;;;;;;;0.019686;;0.007375;;;
;;;;;;;0.019633;;0.007352;;;
;;;;;;;0.019632;;0.007334;;;
;;;;;;;0.019587;;0.00732;;;
;;;;;;;0.019572;;0.007293;;;
;;;;;;;0.019571;;0.00729;;;
;;;;;;;0.019567;;0.007287;;;
;;;;;;;0.019546;;0.007264;;;
;;;;;;;0.019506;;0.007242;;;
;;;;;;;0.019496;;0.007228;;;
;;;;;;;0.019437;;0.007184;;;
;;;;;;;0.019412;;0.007135;;;
;;;;;;;0.019375;;0.007106;;;
;;;;;;;0.019371;;0.007085;;;
;;;;;;;0.019368;;0.007058;;;
;;;;;;;0.019366;;0.007029;;;
;;;;;;;0.019362;;0.007015;;;
;;;;;;;0.019296;;0.006967;;;
;;;;;;;0.019176;;0.006964;;;
;;;;;;;0.019171;;0.006889;;;
;;;;;;;0.019138;;0.006858;;;
;;;;;;;0.019023;;0.006854;;;
;;;;;;;0.018973;;0.006793;;;
;;;;;;;0.018923;;0.00679;;;
;;;;;;;0.018909;;0.006785;;;
;;;;;;;0.01886;;0.006781;;;
;;;;;;;0.018834;;0.006758;;;
;;;;;;;0.018821;;0.006735;;;
;;;;;;;0.018794;;0.006697;;;
;;;;;;;0.018768;;0.006694;;;
;;;;;;;0.018697;;0.00668;;;
;;;;;;;0.018691;;0.006666;;;
;;;;;;;0.01867;;0.006642;;;
;;;;;;;0.018653;;0.00664;;;
;;;;;;;0.018649;;0.00663;;;
;;;;;;;0.018536;;0.006626;;;
;;;;;;;0.018481;;0.006566;;;
;;;;;;;0.018458;;0.006544;;;
;;;;;;;0.018339;;0.006451;;;
;;;;;;;0.018312;;0.006424;;;
;;;;;;;0.018263;;0.006418;;;
;;;;;;;0.01819;;0.006361;;;
;;;;;;;0.01813;;0.006281;;;
;;;;;;;0.018116;;0.006253;;;
;;;;;;;0.018106;;0.006241;;;
;;;;;;;0.018095;;0.00616;;;
;;;;;;;0.01803;;0.006126;;;
;;;;;;;0.018006;;0.006003;;;
;;;;;;;0.017994;;0.005996;;;
;;;;;;;0.017979;;0.005957;;;
;;;;;;;0.017861;;0.00593;;;
;;;;;;;0.017847;;0.005902;;;
;;;;;;;0.017824;;0.005898;;;
;;;;;;;0.017795;;0.005892;;;
;;;;;;;0.01778;;0.005847;;;
;;;;;;;0.017756;;0.005837;;;
;;;;;;;0.017754;;0.005835;;;
;;;;;;;0.017753;;0.005781;;;
;;;;;;;0.017714;;0.005725;;;
;;;;;;;0.017684;;0.005716;;;
;;;;;;;0.017677;;0.005652;;;
;;;;;;;0.017625;;0.005618;;;
;;;;;;;0.017565;;0.005615;;;
;;;;;;;0.017491;;0.005592;;;
;;;;;;;0.01743;;0.00559;;;
;;;;;;;0.017411;;0.005559;;;
;;;;;;;0.017404;;0.005551;;;
;;;;;;;0.017394;;0.005546;;;
;;;;;;;0.017387;;0.005489;;;
;;;;;;;0.017378;;0.005462;;;
;;;;;;;0.017352;;0.005459;;;
;;;;;;;0.01735;;0.005362;;;
;;;;;;;0.017324;;0.005358;;;
;;;;;;;0.017317;;0.005326;;;
;;;;;;;0.017314;;0.005302;;;
;;;;;;;0.017211;;0.005273;;;
;;;;;;;0.017185;;0.005254;;;
;;;;;;;0.017163;;0.005235;;;
;;;;;;;0.017155;;0.005138;;;
;;;;;;;0.017073;;0.005136;;;
;;;;;;;0.017035;;0.005082;;;
;;;;;;;0.016876;;0.004984;;;
;;;;;;;0.016865;;0.004975;;;
;;;;;;;0.016844;;0.004974;;;
;;;;;;;0.016843;;0.004916;;;
;;;;;;;0.016817;;0.0049;;;
;;;;;;;0.016808;;0.004869;;;
;;;;;;;0.016753;;0.004863;;;
;;;;;;;0.016677;;0.004787;;;
;;;;;;;0.016668;;0.004783;;;
;;;;;;;0.016657;;0.004756;;;
;;;;;;;0.016577;;0.004754;;;
;;;;;;;0.016576;;0.004722;;;
;;;;;;;0.016545;;0.004722;;;
;;;;;;;0.016515;;0.004713;;;
;;;;;;;0.016514;;0.004651;;;
;;;;;;;0.016506;;0.004615;;;
;;;;;;;0.016477;;0.004612;;;
;;;;;;;0.016451;;0.004563;;;
;;;;;;;0.016447;;0.004494;;;
;;;;;;;0.016412;;0.004485;;;
;;;;;;;0.016396;;0.004458;;;
;;;;;;;0.016393;;0.004456;;;
;;;;;;;0.016383;;0.004429;;;
;;;;;;;0.016291;;0.004424;;;
;;;;;;;0.016284;;0.00439;;;
;;;;;;;0.016276;;0.00434;;;
;;;;;;;0.016242;;0.004337;;;
;;;;;;;0.016143;;0.004314;;;
;;;;;;;0.016103;;0.004306;;;
;;;;;;;0.016046;;0.004295;;;
;;;;;;;0.016012;;0.004294;;;
;;;;;;;0.016011;;0.004284;;;
;;;;;;;0.015981;;0.004281;;;
;;;;;;;0.015963;;0.004261;;;
;;;;;;;0.015907;;0.004233;;;
;;;;;;;0.015897;;0.004177;;;
;;;;;;;0.015825;;0.004157;;;
;;;;;;;0.015822;;0.004106;;;
;;;;;;;0.015818;;0.004082;;;
;;;;;;;0.015793;;0.004018;;;
;;;;;;;0.015775;;0.003991;;;
;;;;;;;0.015714;;0.003987;;;
;;;;;;;0.015666;;0.003982;;;
;;;;;;;0.01566;;0.003973;;;
;;;;;;;0.015648;;0.003955;;;
;;;;;;;0.015631;;0.003928;;;
;;;;;;;0.015603;;0.00388;;;
;;;;;;;0.015529;;0.003822;;;
;;;;;;;0.015527;;0.003796;;;
;;;;;;;0.015515;;0.003771;;;
;;;;;;;0.015483;;0.003727;;;
;;;;;;;0.01547;;0.003549;;;
;;;;;;;0.015461;;0.003549;;;
;;;;;;;0.015448;;0.003525;;;
;;;;;;;0.015427;;0.003522;;;
;;;;;;;0.015412;;0.00351;;;
;;;;;;;0.015373;;0.003504;;;
;;;;;;;0.01536;;0.003452;;;
;;;;;;;0.015353;;0.00342;;;
;;;;;;;0.015351;;0.003312;;;
;;;;;;;0.01532;;0.00326;;;
;;;;;;;0.015299;;0.003235;;;
;;;;;;;0.015297;;0.003225;;;
;;;;;;;0.015266;;0.00319;;;
;;;;;;;0.0152;;0.003167;;;
;;;;;;;0.015175;;0.003156;;;
;;;;;;;0.015099;;0.003153;;;
;;;;;;;0.015098;;0.003104;;;
;;;;;;;0.015064;;0.003083;;;
;;;;;;;0.014999;;0.003047;;;
;;;;;;;0.014999;;0.002978;;;
;;;;;;;0.014978;;0.002971;;;
;;;;;;;0.014966;;0.0029;;;
;;;;;;;0.014929;;0.00289;;;
;;;;;;;0.014916;;0.002872;;;
;;;;;;;0.014902;;0.00287;;;
;;;;;;;0.014884;;0.002771;;;
;;;;;;;0.014867;;0.002767;;;
;;;;;;;0.014854;;0.002766;;;
;;;;;;;0.01485;;0.002748;;;
;;;;;;;0.014821;;0.002723;;;
;;;;;;;0.014811;;0.002706;;;
;;;;;;;0.014802;;0.002662;;;
;;;;;;;0.014782;;0.0026;;;
;;;;;;;0.014774;;0.002496;;;
;;;;;;;0.014748;;0.002441;;;
;;;;;;;0.014714;;0.002441;;;
;;;;;;;0.014633;;0.002423;;;
;;;;;;;0.01463;;0.00241;;;
;;;;;;;0.014626;;0.002406;;;
;;;;;;;0.014606;;0.002373;;;
;;;;;;;0.014377;;0.002348;;;
;;;;;;;0.014244;;0.002263;;;
;;;;;;;0.014232;;0.002194;;;
;;;;;;;0.014216;;0.002174;;;
;;;;;;;0.014212;;0.002067;;;
;;;;;;;0.01421;;0.001932;;;
;;;;;;;0.014182;;0.001877;;;
;;;;;;;0.014156;;0.001863;;;
;;;;;;;0.014101;;0.001753;;;
;;;;;;;0.013998;;0.001546;;;
;;;;;;;0.013932;;0.001488;;;
;;;;;;;0.01393;;0.001471;;;
;;;;;;;0.013929;;0.001363;;;
;;;;;;;0.013924;;0.001342;;;
;;;;;;;0.013907;;0.001223;;;
;;;;;;;0.013901;;;;;
;;;;;;;0.013885;;;;;
;;;;;;;0.013845;;;;;
;;;;;;;0.013784;;;;;
;;;;;;;0.013774;;;;;
;;;;;;;0.013698;;;;;
;;;;;;;0.013677;;;;;
;;;;;;;0.013674;;;;;
;;;;;;;0.013667;;;;;
;;;;;;;0.013662;;;;;
;;;;;;;0.013625;;;;;
;;;;;;;0.013625;;;;;
;;;;;;;0.013623;;;;;
;;;;;;;0.013618;;;;;
;;;;;;;0.013575;;;;;
;;;;;;;0.013574;;;;;
;;;;;;;0.013568;;;;;
;;;;;;;0.013565;;;;;
;;;;;;;0.013519;;;;;
;;;;;;;0.013511;;;;;
;;;;;;;0.013462;;;;;
;;;;;;;0.0134;;;;;
;;;;;;;0.0134;;;;;
;;;;;;;0.01337;;;;;
;;;;;;;0.013348;;;;;
;;;;;;;0.013335;;;;;
;;;;;;;0.01333;;;;;
;;;;;;;0.013279;;;;;
;;;;;;;0.013276;;;;;
;;;;;;;0.013272;;;;;
;;;;;;;0.013258;;;;;
;;;;;;;0.013248;;;;;
;;;;;;;0.013246;;;;;
;;;;;;;0.013212;;;;;
;;;;;;;0.013183;;;;;
;;;;;;;0.013112;;;;;
;;;;;;;0.013086;;;;;
;;;;;;;0.01304;;;;;
;;;;;;;0.013039;;;;;
;;;;;;;0.013037;;;;;
;;;;;;;0.013021;;;;;
;;;;;;;0.013011;;;;;
;;;;;;;0.013005;;;;;
;;;;;;;0.012975;;;;;
;;;;;;;0.012964;;;;;
;;;;;;;0.01295;;;;;
;;;;;;;0.01291;;;;;
;;;;;;;0.012888;;;;;
;;;;;;;0.012875;;;;;
;;;;;;;0.01287;;;;;
;;;;;;;0.012858;;;;;
;;;;;;;0.012842;;;;;
;;;;;;;0.012743;;;;;
;;;;;;;0.012729;;;;;
;;;;;;;0.012724;;;;;
;;;;;;;0.012698;;;;;
;;;;;;;0.012642;;;;;
;;;;;;;0.012553;;;;;
;;;;;;;0.012545;;;;;
;;;;;;;0.012542;;;;;
;;;;;;;0.012487;;;;;
;;;;;;;0.012487;;;;;
;;;;;;;0.012469;;;;;
;;;;;;;0.012404;;;;;
;;;;;;;0.01239;;;;;
;;;;;;;0.012316;;;;;
;;;;;;;0.012308;;;;;
;;;;;;;0.012231;;;;;
;;;;;;;0.012199;;;;;
;;;;;;;0.012191;;;;;
;;;;;;;0.012166;;;;;
;;;;;;;0.012137;;;;;
;;;;;;;0.01213;;;;;
;;;;;;;0.012121;;;;;
;;;;;;;0.012104;;;;;
;;;;;;;0.012097;;;;;
;;;;;;;0.012072;;;;;
;;;;;;;0.012042;;;;;
;;;;;;;0.01204;;;;;
;;;;;;;0.012034;;;;;
;;;;;;;0.012034;;;;;
;;;;;;;0.012034;;;;;
;;;;;;;0.01202;;;;;
;;;;;;;0.012013;;;;;
;;;;;;;0.011967;;;;;
;;;;;;;0.011918;;;;;
;;;;;;;0.011873;;;;;
;;;;;;;0.011862;;;;;
;;;;;;;0.011842;;;;;
;;;;;;;0.011834;;;;;
;;;;;;;0.01182;;;;;
;;;;;;;0.011816;;;;;
;;;;;;;0.011808;;;;;
;;;;;;;0.011806;;;;;
;;;;;;;0.011804;;;;;
;;;;;;;0.0118;;;;;
;;;;;;;0.011761;;;;;
